"Input Type (Text, audio, text+audio)",Expected Text,Expected Text Audio,"Level (N1,N2,N3)",¿Expected answer? (Yes/No),Date,Text Input,Transcribed Audio Text,ASR time,WER,RAG Answer,Procedure,RAG Status,RAG Error Menssage,¿Answer Correct?(Yes/No),RAG Time,RAG Avg Score,RAG Pages,TTS Time,Total time
Text,What are the steps for an emergency evacuation?,nan,N2,Yes,12/10/2025,What are the steps for an emergency evacuation?,,,,"**Procedure:**

EVACUATION

**Conditions:**

Order to evacuate the aircraft.

**Steps:**

1. The parking brake is set ON.

2. The evacuation command is initiated.

3. Both engine masters are set to OFF.

4. The APU is set to OFF.

5. Air Traffic Control is informed.

**Notes:**

_No data available_",EVACUATION,success,,,1.326,0.9267,"[9.0, 11.0, 7.0]",0.813,2.138
Text,What is the recipe for chocolate cake?,nan,N2,No,12/10/2025,What is the recipe for chocolate cake?,,,,The question does not match with the context provided.,,no_match,,,0.494,1.7633,"[2.0, 2.0, 6.0]",0.074,0.569
Text,Can you explain the rules of baseball?,nan,N2,No,12/10/2025,Can you explain the rules of baseball?,,,,The question does not match with the context provided.,,no_match,,,0.436,1.6767,"[9.0, 1.0, 7.0]",0.075,0.511
Text,How do I change the oil in my car?,nan,N2,No,12/10/2025,How do I change the oil in my car?,,,,The question does not match with the context provided.,,no_match,,,0.487,1.5833,"[10.0, 6.0, 9.0]",0.074,0.562
Text,What is the capital of Australia?,nan,N2,No,12/10/2025,What is the capital of Australia?,,,,The question does not match with the context provided.,,no_match,,,0.573,1.7967,"[8.0, 3.0, 4.0]",0.074,0.648
Text,Who wrote the novel 'Pride and Prejudice'?,nan,N2,No,12/10/2025,Who wrote the novel 'Pride and Prejudice'?,,,,The question does not match with the context provided.,,no_match,,,0.416,1.9033,"[11.0, 2.0, 11.0]",0.078,0.494
Text,Can you tell me a funny joke?,nan,N2,No,12/10/2025,Can you tell me a funny joke?,,,,The question does not match with the context provided.,,no_match,,,0.429,1.7833,"[5.0, 6.0, 9.0]",0.075,0.504
Text,The aircraft is on the ground and I suspect a fire in one of the engines. What should I do?,nan,N3,Yes,12/10/2025,The aircraft is on the ground and I suspect a fire in one of the engines. What should I do?,,,,"**Procedure:**

ENGINE FIRE ON GROUND

**Conditions:**

Fire warning in engine during taxi or rejected takeoff.

**Steps:**

1. The ENGINE MASTER of the affected engine is set to OFF.

2. The ENG FIRE pushbutton of the affected engine is pressed.

3. The AGENT 1 pushbutton is discharged.

4. If the fire continues, the AGENT 2 pushbutton is discharged.

5. Speed and altitude are adjusted for a possible immediate landing.

**Notes:**

Air Traffic Control is informed.",ENGINE FIRE ON GROUND,success,,,1.776,1.0367,"[6.0, 6.0, 10.0]",1.038,2.814
Text,We are in flight and the fire alarm for an engine goes off. What are the immediate actions?,nan,N3,Yes,12/10/2025,We are in flight and the fire alarm for an engine goes off. What are the immediate actions?,,,,"**Procedure:**

ENGINE FIRE IN FLIGHT

**Conditions:**

Fire warning in engine during flight.

**Steps:**

1. 1. The thrust lever of the affected engine is set to IDLE.

2. 2. The ENGINE MASTER of the affected engine is set to OFF.

3. 3. The ENG FIRE pushbutton of the affected engine is pressed.

4. 4. The AGENT 1 pushbutton is discharged.

5. 5. If the fire continues, the AGENT 2 pushbutton is discharged.

6. 6. Speed and altitude are adjusted for a possible immediate landing.

**Notes:**

- Air Traffic Control is contacted for diversion and emergency landing.",ENGINE FIRE IN FLIGHT,success,,,2.071,0.6867,"[6.0, 6.0, 9.0]",1.492,3.563
Text,There's a sudden loud bang and a rush of air in the cabin. What is the emergency procedure?,nan,N3,Yes,12/10/2025,There's a sudden loud bang and a rush of air in the cabin. What is the emergency procedure?,,,,"**Procedure:**

RAPID DECOMPRESSION

**Conditions:**

Sudden loss of cabin pressure.

**Steps:**

1. Oxygen masks are set ON with 100% oxygen.

2. Crew communication is established.

3. An emergency descent is initiated if required.

4. The seat belt signs are set to ON.

5. Cabin crew and passengers are informed.

**Notes:**

A safe altitude below 10,000 ft is reached as soon as possible.",RAPID DECOMPRESSION,success,,,1.638,0.98,"[7.0, 10.0, 9.0]",1.194,2.832
Text,The stick shaker has activated. How do I recover the aircraft?,nan,N3,Yes,12/10/2025,The stick shaker has activated. How do I recover the aircraft?,,,,"**Procedure:**

AFTER LANDING

**Conditions:**

Aircraft has vacated the runway.

**Steps:**

1. The strobe lights are set OFF.

2. The landing lights are set OFF.

3. The APU is started if required.

4. The flaps are retracted.

5. The spoilers are disarmed.

**Notes:**

Ground clearance is obtained before taxiing to stand.",AFTER LANDING,success,,,1.435,1.25,"[5.0, 5.0, 1.0]",0.821,2.256
Text,My airspeed indicators are all showing different values and are unreliable. What is the procedure?,nan,N3,Yes,12/10/2025,My airspeed indicators are all showing different values and are unreliable. What is the procedure?,,,,"**Procedure:**

UNRELIABLE AIRSPEED

**Conditions:**

Inconsistent or unreliable speed indications.

**Steps:**

1. The autopilot is set to OFF.

2. The autothrust is set to OFF.

3. The flight directors are set to OFF.

4. Pitch and thrust are adjusted according to reference tables.

5. If necessary, attitude and power are used as the primary reference.

**Notes:**

Abrupt maneuvers are avoided until reliable parameters are confirmed.",UNRELIABLE AIRSPEED,success,,,1.632,1.35,"[8.0, 4.0, 10.0]",1.069,2.701
Text,"The TCAS is shouting ""Climb, Climb"". What are my actions?",nan,N3,Yes,12/10/2025,"The TCAS is shouting ""Climb, Climb"". What are my actions?",,,,"**Procedure:**

TCAS RA

**Conditions:**

Resolution advisory from TCAS.

**Steps:**

1. The autopilot is disconnected.

2. The pitch guidance from TCAS is followed.

3. No maneuver is made opposite to the RA order.

4. When clear, the aircraft returns to the original flight path.

**Notes:**

Immediate compliance is mandatory.",TCAS RA,success,,,1.384,1.3233,"[8.0, 3.0, 3.0]",1.059,2.443
Text,I'm on final approach but the runway is not clear. What should I do?,nan,N3,Yes,12/10/2025,I'm on final approach but the runway is not clear. What should I do?,,,,"**Procedure:**

GO-AROUND

**Conditions:**

Need to abort landing.

**Steps:**

1. The thrust levers are set to TOGA.

2. The flaps are set according to the procedure.

3. When positive climb is confirmed, the landing gear is retracted.

4. The flight path is established.

5. Air Traffic Control is informed.

**Notes:**

The published missed approach procedure is followed.",GO-AROUND,success,,,1.573,1.14,"[5.0, 8.0, 2.0]",0.952,2.525
Text,"During the takeoff roll before V1, a master warning comes on. How do I stop the aircraft?",nan,N3,Yes,12/10/2025,"During the takeoff roll before V1, a master warning comes on. How do I stop the aircraft?",,,,"**Procedure:**

REJECTED TAKEOFF

**Conditions:**

Critical event detected before V1.

**Steps:**

1. The thrust levers are set to IDLE.

2. The reversers are deployed to maximum.

3. Braking is applied to maximum.

4. Air Traffic Control is informed.

5. If required, an evacuation is initiated.

**Notes:**

_No data available_",REJECTED TAKEOFF,success,,,1.399,1.1067,"[9.0, 6.0, 11.0]",0.849,2.248
Text,We have to make a forced landing on the sea. How do I configure the aircraft?,nan,N3,Yes,12/10/2025,We have to make a forced landing on the sea. How do I configure the aircraft?,,,,"**Procedure:**

DITCHING

**Conditions:**

Forced landing on water.

**Steps:**

1. The ditching pushbutton is pressed.

2. Cabin crew and passengers are informed.

3. The approach is configured with landing gear up.

4. The impact is prepared with the brace position.

**Notes:**

Air Traffic Control and SAR are contacted if possible.",DITCHING,success,,,1.474,1.0367,"[9.0, 5.0, 5.0]",0.942,2.417
Text,"After a crash landing, the cabin needs to be evacuated. What are the captain's responsibilities?",nan,N3,Yes,12/10/2025,"After a crash landing, the cabin needs to be evacuated. What are the captain's responsibilities?",,,,"**Procedure:**

EVACUATION

**Conditions:**

Order to evacuate the aircraft.

**Steps:**

1. The parking brake is set ON.

2. The evacuation command is initiated.

3. Both engine masters are set to OFF.

4. The APU is set to OFF.

5. Air Traffic Control is informed.

**Notes:**

_No data available_",EVACUATION,success,,,1.339,0.9733,"[9.0, 7.0, 9.0]",1.066,2.404
Text,I'm landing and the toe brakes are not working. What actions can I take to stop the plane?,nan,N3,Yes,12/10/2025,I'm landing and the toe brakes are not working. What actions can I take to stop the plane?,,,,"**Procedure:**

LOSS OF BRAKING

**Conditions:**

Loss of braking during landing or taxi.

**Steps:**

1. 1. The reversers are set to MAX.

2. 2. Brake pedals are released.

3. 3. The anti-skid and nose wheel steering are set to OFF.

4. 4. Brake pedals are pressed again.

5. 5. If braking is not restored, the parking brake is applied in short intervals.

**Notes:**

_No data available_",LOSS OF BRAKING,success,,,1.653,1.08,"[10.0, 8.0, 5.0]",1.215,2.868
Text,There's a strange smell and visible smoke in the cockpit. What's the procedure?,nan,N3,Yes,12/10/2025,There's a strange smell and visible smoke in the cockpit. What's the procedure?,,,,"**Procedure:**

SMOKE OR FUMES

**Conditions:**

Detection of smoke or fumes in the cabin or avionics.

**Steps:**

1. Oxygen masks are set ON with 100% oxygen.

2. Crew communication is established.

3. If necessary, smoke or fumes removal procedures are applied.

4. Ventilation conditions are adjusted.

**Notes:**

If smoke persists, an immediate diversion is recommended.",SMOKE OR FUMES,success,,,1.462,1.0967,"[10.0, 7.0, 1.0]",1.266,2.728
Text,The fuel quantity is decreasing much faster than planned and there's an imbalance. What could be the cause and what is the procedure?,nan,N3,Yes,12/10/2025,The fuel quantity is decreasing much faster than planned and there's an imbalance. What could be the cause and what is the procedure?,,,,"**Procedure:**

FUEL LEAK

**Conditions:**

Indications of a fuel leak.

**Steps:**

1. The ENGINE MASTER of the affected engine is set to OFF.

2. The IDG of the affected engine is set to OFF.

3. Air Traffic Control is informed.

4. Fuel imbalance is monitored.

**Notes:**

_No data available_",FUEL LEAK,success,,,1.25,1.5567,"[10.0, 8.0, 10.0]",0.999,2.249
Text,I need to descend to a lower altitude as quickly as possible due to a medical emergency. How do I do that?,nan,N3,Yes,12/10/2025,I need to descend to a lower altitude as quickly as possible due to a medical emergency. How do I do that?,,,,"**Procedure:**

EMERGENCY DESCENT

**Conditions:**

Urgent need to lose altitude rapidly.

**Steps:**

1. Oxygen masks are set ON with 100% oxygen.

2. Crew communication is established.

3. Speed is set to maximum or appropriate.

4. Spoilers are set to full.

5. The selected altitude is confirmed and descent is initiated.

**Notes:**

Air Traffic Control is informed as soon as possible.",EMERGENCY DESCENT,success,,,1.62,0.99,"[11.0, 7.0, 4.0]",1.014,2.635
Text,"The EGPWS is shouting ""TERRAIN, TERRAIN, PULL UP"". What are the immediate and mandatory actions?",nan,N3,Yes,12/10/2025,"The EGPWS is shouting ""TERRAIN, TERRAIN, PULL UP"". What are the immediate and mandatory actions?",,,,"**Procedure:**

EGPWS WARNING (TERRAIN / PULL UP)

**Conditions:**

Ground proximity warning from EGPWS.

**Steps:**

1. 1. The autopilot is disconnected.

2. 2. The side stick is pulled fully back.

3. 3. Thrust is set to TOGA.

4. 4. Wings are leveled.

5. 5. Configuration is maintained until clear of terrain.

**Notes:**

Visual confirmation of terrain is not attempted before maneuvering.",EGPWS WARNING (TERRAIN / PULL UP),success,,,1.723,0.9767,"[11.0, 3.0, 8.0]",1.015,2.738
Text,We've encountered a sudden loss of airspeed and performance on approach. What maneuver must be flown?,nan,N3,Yes,12/10/2025,We've encountered a sudden loss of airspeed and performance on approach. What maneuver must be flown?,,,,"**Procedure:**

DESCENT PREPARATION

**Conditions:**

Aircraft approaching top of descent.

**Steps:**

1. The descent clearance is obtained.

2. The STAR and approach are reviewed and inserted.

3. The landing performance is calculated.

4. The briefing is completed.

5. The seat belt signs are set ON.

**Notes:**

Weather and ATIS information is obtained in advance.",DESCENT PREPARATION,success,,,1.449,1.19,"[8.0, 5.0, 4.0]",0.918,2.366
Text,How do I get the aircraft ready after boarding is complete but before pushing back?,nan,N3,Yes,12/10/2025,How do I get the aircraft ready after boarding is complete but before pushing back?,,,,"**Procedure:**

PREFLIGHT PROCEDURE

**Conditions:**

Aircraft is on ground and secured before flight.

**Steps:**

1. The aircraft documents are checked.

2. The circuit breakers are confirmed in normal position.

3. The battery switches are set to ON.

4. The external power is connected if available.

5. The ADIRS selectors are set to NAV.

6. The oxygen pressure is checked.

**Notes:**

Ensure all required equipment is onboard and serviceable.",PREFLIGHT PROCEDURE,success,,,1.724,0.9467,"[5.0, 1.0, 8.0]",1.234,2.958
Text,What are the steps to bring the engines to life?,nan,N3,Yes,12/10/2025,What are the steps to bring the engines to life?,,,,"**Procedure:**

ENGINE START

**Conditions:**

Aircraft ready for engine start.

**Steps:**

1. The beacon light is set to ON.

2. The parking brake is set.

3. The engine mode selector is set to IGN/START.

4. The engine master switch is set to ON for the engine to be started.

5. Engine parameters are monitored until stabilized.

**Notes:**

Ground crew is informed before start.",ENGINE START,success,,,1.609,1.14,"[2.0, 2.0, 1.0]",0.998,2.608
Text,What checks must be performed as the aircraft starts to move from the gate?,nan,N3,Yes,12/10/2025,What checks must be performed as the aircraft starts to move from the gate?,,,,"**Procedure:**

BEFORE TAXI

**Conditions:**

Engines stabilized and ready to taxi.

**Steps:**

1. Brake check must be performed as soon as aircraft moves.

2. The ground equipment is cleared.

3. The flaps are set for takeoff.

4. The flight controls are checked.

5. The flight instruments are cross-checked.

6. The taxi clearance is obtained.

**Notes:**

",BEFORE TAXI,success,,,1.469,0.85,"[6.0, 1.0, 2.0]",1.007,2.476
Text,What is the sequence of actions from receiving takeoff clearance to retracting the gear?,nan,N3,Yes,12/10/2025,What is the sequence of actions from receiving takeoff clearance to retracting the gear?,,,,"**Procedure:**

TAKEOFF

**Conditions:**

Takeoff clearance received.

**Steps:**

1. The thrust levers are set to TOGA or FLEX.

2. The aircraft is maintained on centerline.

3. Rotation is performed at VR.

4. Positive climb is confirmed.

5. The landing gear is retracted.

**Notes:**

1. Monitor engine and flight parameters continuously.

2. After takeoff, the pilot should check for any issues with the aircraft's performance.",TAKEOFF,success,,,1.621,0.9533,"[3.0, 3.0, 9.0]",1.558,3.179
Text,The cabin is secured and we are cleared for takeoff. What are the final steps before applying power?,nan,N3,Yes,12/10/2025,The cabin is secured and we are cleared for takeoff. What are the final steps before applying power?,,,,"**Procedure:**

BEFORE TAKEOFF

**Conditions:**

Lined up or ready for takeoff clearance.

**Steps:**

1. The cabin is secured.

2. The takeoff runway is confirmed.

3. The TCAS is set to TA/RA.

4. The packs are set according to requirement.

5. The flight attendants are advised.

**Notes:**

Final takeoff checklist is completed.",BEFORE TAKEOFF,success,,,1.2,0.7633,"[1.0, 6.0, 3.0]",1.065,2.266
Text,"After retracting the flaps and slats, what are the next steps to establish the climb?",nan,N3,Yes,12/10/2025,"After retracting the flaps and slats, what are the next steps to establish the climb?",,,,"**Procedure:**

AFTER TAKEOFF AND CLIMB

**Conditions:**

After initial climb out.

**Steps:**

1. The landing gear is retracted.

2. The flaps and slats are retracted on schedule.

3. The climb thrust is set.

4. The autopilot is engaged if desired.

5. The after takeoff checklist is completed.

**Notes:**

Transition altitude is observed for setting standard pressure.",AFTER TAKEOFF AND CLIMB,success,,,1.445,0.8933,"[3.0, 8.0, 7.0]",1.121,2.566
Text,How do I prepare the aircraft systems for the arrival and approach into the destination airport?,nan,N3,Yes,12/10/2025,How do I prepare the aircraft systems for the arrival and approach into the destination airport?,,,,"**Procedure:**

APPROACH

**Conditions:**

Aircraft established on approach path.

**Steps:**

1. The approach mode is armed.

2. The navigation aids are tuned and identified.

3. The flaps are extended as required.

4. The landing gear is extended when cleared.

5. The landing checklist is completed.

**Notes:**

Stabilized approach criteria must be met.",APPROACH,success,,,1.505,0.9933,"[5.0, 1.0, 2.0]",0.881,2.386
Text,How is a stabilized approach ensured before landing?,nan,N3,Yes,12/10/2025,How is a stabilized approach ensured before landing?,,,,"**Procedure:**

APPROACH

**Conditions:**

Aircraft established on approach path.

**Steps:**

1. The approach mode is armed.

2. The navigation aids are tuned and identified.

3. The flaps are extended as required.

4. The landing gear is extended when cleared.

5. The landing checklist is completed.

**Notes:**

Stabilized approach criteria must be met.",APPROACH,success,,,1.488,0.8733,"[5.0, 5.0, 4.0]",0.904,2.392
Text,"After vacating the runway, what tasks must be completed before taxiing to the gate?",nan,N3,Yes,12/10/2025,"After vacating the runway, what tasks must be completed before taxiing to the gate?",,,,"**Procedure:**

BEFORE TAXI

**Conditions:**

Engines stabilized and ready to taxi.

**Steps:**

1. The ground equipment is cleared.

2. The flaps are set for takeoff.

3. The flight controls are checked.

4. The flight instruments are cross-checked.

5. The taxi clearance is obtained.

**Notes:**

_No data available_",BEFORE TAXI,success,,,1.334,0.8067,"[2.0, 5.0, 2.0]",0.986,2.32
Text,How do I shut down the aircraft completely after arriving at the stand?,nan,N3,Yes,12/10/2025,How do I shut down the aircraft completely after arriving at the stand?,,,,"**Procedure:**

PARKING AND SECURING AIRCRAFT

**Conditions:**

Aircraft parked at gate or stand.

**Steps:**

1. The parking brake is set.

2. The beacon light is set OFF.

3. The engines are shut down with ENGINE MASTER set to OFF.

4. The seat belt signs are set OFF.

5. The external power is connected if available.

6. The ADIRS selectors are set to OFF.

**Notes:**

A full securing checklist is completed before leaving cockpit.",PARKING AND SECURING AIRCRAFT,success,,,1.789,0.9867,"[5.0, 8.0, 6.0]",0.986,2.775
Text,What electrical systems need to be activated before starting the APU or engines?,nan,N3,Yes,12/10/2025,What electrical systems need to be activated before starting the APU or engines?,,,,"**Procedure:**

PREFLIGHT PROCEDURE

**Conditions:**

Aircraft is on ground and secured before flight.

**Steps:**

1. The aircraft documents are checked.

2. The circuit breakers are confirmed in normal position.

3. The battery switches are set to ON.

4. The external power is connected if available.

5. The ADIRS selectors are set to NAV.

6. The oxygen pressure is checked.

**Notes:**

_No data available_",PREFLIGHT PROCEDURE,success,,,1.556,1.1,"[2.0, 1.0, 9.0]",1.007,2.564
Text,Can you explain the theory of relativity?,nan,N3,No,12/10/2025,Can you explain the theory of relativity?,,,,The question does not match with the context provided.,,no_match,,,0.535,1.8167,"[8.0, 2.0, 2.0]",0.075,0.61
Text,What are the main causes of the French Revolution?,nan,N3,No,12/10/2025,What are the main causes of the French Revolution?,,,,The question does not match with the context provided.,,no_match,,,0.417,1.73,"[10.0, 2.0, 9.0]",0.073,0.49
Text,How does photosynthesis work in plants?,nan,N3,No,12/10/2025,How does photosynthesis work in plants?,,,,The question does not match with the context provided.,,no_match,,,0.416,1.79,"[2.0, 5.0, 3.0]",0.084,0.5
Audio,nan,Preflight Procedure,N1,Yes,12/10/2025,, for flight procedure.,1.154,1.0,"**Procedure:**

DESCENT PREPARATION

**Conditions:**

Aircraft approaching top of descent.

**Steps:**

1. The descent clearance is obtained.

2. The STAR and approach are reviewed and inserted.

3. The landing performance is calculated.

4. The briefing is completed.

5. The seat belt signs are set ON.

**Notes:**

Weather and ATIS information is obtained in advance.",DESCENT PREPARATION,success,,,1.497,1.0167,"[4.0, 4.0, 11.0]",1.184,3.835
Audio,nan,Cockpit Preparation,N1,Yes,12/10/2025,, Hockpit preparation.,0.392,0.5,The question does not match with the context provided.,,no_match,,,0.598,1.5767,"[10.0, 3.0, 11.0]",0.073,1.064
Audio,nan,Engine Start,N1,Yes,12/10/2025,, engine start.,0.167,0.0,"**Procedure:**

ENGINE START

**Conditions:**

Aircraft ready for engine start.

**Steps:**

1. The beacon light is set to ON.

2. The parking brake is set.

3. The engine mode selector is set to IGN/START.

4. The engine master switch is set to ON for the engine to be started.

5. Engine parameters are monitored until stabilized.

**Notes:**

Ground crew is informed before start.",ENGINE START,success,,,1.511,1.1067,"[2.0, 6.0, 9.0]",0.969,2.646
Audio,nan,Before Taxi,N1,Yes,12/10/2025,, before taxing.,0.176,0.5,"**Procedure:**

BEFORE TAXI

**Conditions:**

Engines stabilized and ready to taxi.

**Steps:**

1. The ground equipment is cleared.

2. The flaps are set for takeoff.

3. The flight controls are checked.

4. The flight instruments are cross-checked.

5. The taxi clearance is obtained.

**Notes:**

Brake check must be performed as soon as aircraft moves.",BEFORE TAXI,success,,,1.445,1.0767,"[2.0, 2.0, 10.0]",0.954,2.576
Audio,nan,Taxi,N1,Yes,12/10/2025,, taxi.,0.151,0.0,"**Procedure:**

TAXI

**Conditions:**

Taxi clearance received.

**Steps:**

1. The taxi lights are set ON.

2. The brakes are checked.

3. The nose wheel steering is confirmed operative.

4. The taxi route is followed as cleared.

**Notes:**

Taxi speed is limited according to airport procedures.",TAXI,success,,,1.394,1.1167,"[2.0, 2.0, 10.0]",0.857,2.401
Audio,nan,Before Takeoff,N1,Yes,12/10/2025,, before take.,0.164,0.5,"**Procedure:**

BEFORE TAKEOFF

**Conditions:**

Lined up or ready for takeoff clearance.

**Steps:**

1. The cabin is secured.

2. The takeoff runway is confirmed.

3. The TCAS is set to TA/RA.

4. The packs are set according to requirement.

5. The flight attendants are advised.

**Notes:**

- Final takeoff checklist is completed.",BEFORE TAKEOFF,success,,,1.532,1.3633,"[3.0, 2.0, 1.0]",0.728,2.425
Audio,nan,Takeoff,N1,Yes,12/10/2025,, take.,0.187,1.0,"**Procedure:**

REJECTED TAKEOFF

**Conditions:**

Critical event detected before V1.

**Steps:**

1. The thrust levers are set to IDLE.

2. The reversers are deployed to maximum.

3. Braking is applied to maximum.

4. Air Traffic Control is informed.

5. If required, an evacuation is initiated.

**Notes:**

Above V1 the takeoff is continued unless the aircraft cannot fly.",REJECTED TAKEOFF,success,,,1.377,1.7033,"[9.0, 5.0, 8.0]",1.06,2.625
Audio,nan,After Takeoff and Climb,N1,Yes,12/10/2025,, After takeoff and climb.,0.212,0.0,"**Procedure:**

AFTER TAKEOFF AND CLIMB

**Conditions:**

After initial climb out.

**Steps:**

1. The landing gear is retracted.

2. The flaps and slats are retracted on schedule.

3. The climb thrust is set.

4. The autopilot is engaged if desired.

5. The after takeoff checklist is completed.

**Notes:**

Transition altitude is observed for setting standard pressure.",AFTER TAKEOFF AND CLIMB,success,,,1.507,0.86,"[3.0, 3.0, 8.0]",1.028,2.748
Audio,nan,Cruise,N1,Yes,12/10/2025,, cruise.,0.15,0.0,The question does not match with the context provided.,,no_match,,,0.46,1.6333,"[4.0, 1.0, 11.0]",0.182,0.793
Audio,nan,Descent Preparation,N1,Yes,12/10/2025,, descent preparation.,0.164,0.0,"**Procedure:**

DESCENT PREPARATION

**Conditions:**

Aircraft approaching top of descent.

**Steps:**

1. The descent clearance is obtained.

2. The STAR and approach are reviewed and inserted.

3. The landing performance is calculated.

4. The briefing is completed.

5. The seat belt signs are set ON.

**Notes:**

Weather and ATIS information is obtained in advance.",DESCENT PREPARATION,success,,,1.514,1.0333,"[4.0, 11.0, 9.0]",1.063,2.741
Audio,nan,Approach,N1,Yes,12/10/2025,, approach.,0.163,0.0,"**Procedure:**

APPROACH

**Conditions:**

Aircraft established on approach path.

**Steps:**

1. The approach mode is armed.

2. The navigation aids are tuned and identified.

3. The flaps are extended as required.

4. The landing gear is extended when cleared.

5. The landing checklist is completed.

**Notes:**

Stabilized approach criteria must be met.",APPROACH,success,,,1.486,1.5333,"[5.0, 8.0, 9.0]",1.105,2.755
Audio,nan,Landing,N1,Yes,12/10/2025,, Londing.,0.182,1.0,"**Procedure:**

AFTER LANDING

**Conditions:**

Aircraft has vacated the runway.

**Steps:**

1. 1. The strobe lights are set OFF.

2. 2. The landing lights are set OFF.

3. 3. The APU is started if required.

4. 4. The flaps are retracted.

5. 5. The spoilers are disarmed.

**Notes:**

Ground clearance is obtained before taxiing to stand.",AFTER LANDING,success,,,1.604,1.8667,"[5.0, 9.0, 3.0]",0.874,2.66
Audio,nan,After Landing,N1,Yes,12/10/2025,, after landing.,0.203,0.0,"**Procedure:**

AFTER LANDING

**Conditions:**

Aircraft has vacated the runway.

**Steps:**

1. 1. The strobe lights are set OFF.

2. 2. The landing lights are set OFF.

3. 3. The APU is started if required.

4. 4. The flaps are retracted.

5. 5. The spoilers are disarmed.

**Notes:**

Ground clearance is obtained before taxiing to stand.",AFTER LANDING,success,,,1.634,1.0033,"[5.0, 5.0, 8.0]",0.954,2.791
Audio,nan,Parking and Securing Aircraft,N1,Yes,12/10/2025,, Hawking and securing aircraft.,0.212,0.25,"**Procedure:**

PARKING AND SECURING AIRCRAFT

**Conditions:**

Aircraft parked at gate or stand.

**Steps:**

1. The parking brake is set.

2. The beacon light is set OFF.

3. The engines are shut down with ENGINE MASTER set to OFF.

4. The seat belt signs are set OFF.

5. The external power is connected if available.

6. The ADIRS selectors are set to OFF.

**Notes:**

A full securing checklist is completed before leaving cockpit.",PARKING AND SECURING AIRCRAFT,success,,,1.734,1.23,"[5.0, 6.0, 11.0]",0.985,2.931
Audio,nan,Engine Fire on Ground,N1,Yes,12/10/2025,, Engine fire on ground.,0.194,0.0,"**Procedure:**

ENGINE FIRE ON GROUND

**Conditions:**

Fire warning in engine during taxi or rejected takeoff.

**Steps:**

1. 1. The ENGINE MASTER of the affected engine is set to OFF.

2. 2. The ENG FIRE pushbutton of the affected engine is pressed.

3. 3. The AGENT 1 pushbutton is discharged.

4. 4. If the fire continues, the AGENT 2 pushbutton is discharged.

5. 5. Air Traffic Control is informed.

**Notes:**

 - If the fire cannot be extinguished, an immediate evacuation is initiated.",ENGINE FIRE ON GROUND,success,,,1.983,0.9467,"[6.0, 6.0, 10.0]",1.402,3.579
Audio,nan,Engine Fire in Flight,N1,Yes,12/10/2025,," Engine, fire and flight.",0.245,0.25,"**Procedure:**

ENGINE FIRE IN FLIGHT

**Conditions:**

Fire warning in engine during flight.

**Steps:**

1. 1. The thrust lever of the affected engine is set to IDLE.

2. 2. The ENGINE MASTER of the affected engine is set to OFF.

3. 3. The ENG FIRE pushbutton of the affected engine is pressed.

4. 4. The AGENT 1 pushbutton is discharged.

5. 5. If the fire continues, the AGENT 2 pushbutton is discharged.

6. 6. Speed and altitude are adjusted for a possible immediate landing.

**Notes:**

 - Air Traffic Control is contacted for diversion and emergency landing.",ENGINE FIRE IN FLIGHT,success,,,1.931,1.0233,"[6.0, 6.0, 1.0]",1.23,3.406
Audio,nan,Rapid Decompression,N1,Yes,12/10/2025,, Rapid decompression.,0.176,0.0,"**Procedure:**

RAPID DECOMPRESSION

**Conditions:**

Sudden loss of cabin pressure.

**Steps:**

1. Oxygen masks are set ON with 100% oxygen.

2. Crew communication is established.

3. An emergency descent is initiated if required.

4. The seat belt signs are set to ON.

5. Cabin crew and passengers are informed.

**Notes:**

A safe altitude below 10,000 ft is reached as soon as possible.",RAPID DECOMPRESSION,success,,,1.746,1.1367,"[7.0, 11.0, 9.0]",1.038,2.96
Audio,nan,Stall Recovery,N1,Yes,12/10/2025,, Stahl recovery.,0.173,0.5,"**Procedure:**

STALL RECOVERY

**Conditions:**

Indication of stall or stall warning.

**Steps:**

1. Pitch attitude is reduced.

2. Bank angle is leveled.

3. Thrust is applied as required.

4. Speed brakes are retracted.

5. If in landing configuration, flaps are maintained and landing gear is retracted if necessary.

**Notes:**

Aerodynamic recovery is prioritized before any other action.",STALL RECOVERY,success,,,1.61,1.4233,"[7.0, 11.0, 5.0]",1.112,2.895
Audio,nan,Unreliable Airspeed,N1,Yes,12/10/2025,, unreliable airspeed.,0.209,0.0,"**Procedure:**

UNRELIABLE AIRSPEED

**Conditions:**

Inconsistent or unreliable speed indications.

**Steps:**

1. The autopilot is set to OFF.

2. The autothrust is set to OFF.

3. The flight directors are set to OFF.

4. Pitch and thrust are adjusted according to reference tables.

5. If necessary, attitude and power are used as the primary reference.

**Notes:**

Abrupt maneuvers are avoided until reliable parameters are confirmed.",UNRELIABLE AIRSPEED,success,,,1.734,1.29,"[8.0, 11.0, 9.0]",1.302,3.245
Audio,nan,TCAS RA,N1,Yes,12/10/2025,, T. Cassara.,0.192,1.0,The question does not match with the context provided.,,no_match,,,0.563,1.6667,"[8.0, 3.0, 4.0]",0.076,0.832
